number,title,state,created at,closed at,user,labels,description,day of week,month,year
50590,Remove workaround for Ruby 2.7 at ActiveSupport::Cache#lookup_store,closed,2024-01-05 03:36:43+00:00,2024-01-05 15:03:24+00:00,sato11,['activesupport'],minimum requir version comment condit got rid http cc ghiculescu kamipo submit pr make sure follow check x commit messag detail descript chang pr fix relat issu includ commit messag ex changelog file updat chang librari behavior chang addit featur minor bug fix document chang includ,4,1,2024
50589,Rename `#assert_not_has_stream` `#assert_has_no_stream`,closed,2024-01-05 02:35:25+00:00,2024-01-05 15:03:51+00:00,sato11,['actioncable'],propos provid smoother read experi two method introduc http sound sebastianpoel submit pr make sure follow check x commit messag detail descript chang pr fix relat issu includ commit messag ex x changelog file updat chang librari behavior chang addit featur minor bug fix document chang includ,4,1,2024
50588,Remove `ActionView::Renderer#render_template`,closed,2024-01-05 01:55:46+00:00,2024-01-05 15:06:20+00:00,sato11,['actionview'],seem make pair realiti longer refer anywher sinc mark nodoc propos get rid far tell research method introduc commit b735761 becam practic privat f984907 unus 1bc0a59 submit pr make sure follow check x commit messag detail descript chang pr fix relat issu includ commit messag ex x changelog file updat chang librari behavior chang addit featur minor bug fix document chang includ,4,1,2024
50587,Use rubocop github formatter on CI to display annotations in the UI,closed,2024-01-05 00:09:24+00:00,2024-01-05 15:08:17+00:00,faqndo97,['railties'],rail offer ci integr github action default would benefici util rubocop github formatt would enabl display linter error annot github ui exampl img 1376 screenshot 21 05 02 http,4,1,2024
50586,docs: update reference to `main` branch,closed,2024-01-05 00:02:04+00:00,2024-01-05 01:07:30+00:00,G-Rath,['docs'],default branch target repositori renam redirect think better updat redirect target submit pr make sure follow check x commit messag detail descript chang pr fix relat issu includ commit messag ex x file updat chang librari behavior chang addit featur minor bug fix document chang,4,1,2024
50585,Add assertions for stopped ActionCable streams,closed,2024-01-04 19:49:17+00:00,2024-01-04 21:21:42+00:00,SebastianPoell,['actioncable'],write test actionc channel current method would increas testabl imho toy exampl rubi class somechannel applicationc def subscrib stream1 stream2 end def stopstream stopfrom streamsome1 anymor assert correctli way think current would use special method workaround like propos two new assert method test case might look like rubi class somechanneltest actionc test stop stream subscrib assertstream streamsomenotstream end end small pr actual extract saa platform heavili reli web socket thu realli benefit kind detail test thx consid,3,1,2024
50584,Parse `ActionView::TestCase#rendered` as DocumentFragment,closed,2024-01-04 18:46:07+00:00,2024-01-04 22:38:53+00:00,seanpdoyle,['actionview'],integr selector assert defin method documentel pars html fulli valid html document return root case action view partial render result document would invalid constitu part element synthes pars process result document whose equival origin html string whose structur share concret exampl rubi irb main render h1 hello world h2 goodby world h1 hello world h2 goodby world irb main root rail h1 hello world h2 goodby world irb main h1 hello world h2 goodby world irb main true commit chang default behavior reli instead http nokogiri http nokogiri http documentel http l75 submit pr make sure follow check x commit messag detail descript chang pr fix relat issu includ commit messag ex x changelog file updat chang librari behavior chang addit featur minor bug fix document chang includ,3,1,2024
50583,Active Storage Variant causing Aws::S3::Errors::NoSuchKey error when deleting an attachment,open,2024-01-04 18:44:36+00:00,,basiszwo,['activestorage'],sure bug someth configur correctli use activ storag object storag digit ocean scaleway configur along rail guid activ storag activ storag configur digitalocean servic s3 accessid digitaloceanaccessid secretkey digitaloceanaccesssecret bucket digitalocean user model rubi hasattach avatar thumb resizefil 350 350 end upload file edit form variant get creat access show view log look like activestorag creat insert activevariantid variationid 116 variationstoragestoragestoragestoragestorageid activeattach recordstoragetyp 2 activeattach name 3 limit 4 recordtyp activestorag name imag limit 1 activestorag load select activeattach activevariantstoragerecord blobid 119 debug activestorag load select activeattach activeattach activeattach recordstoragetyp 2 activeattach name 3 limit 4 recordtyp activestorag name l325,3,1,2024
50582,Add CI service files to `.dockerignore` template,closed,2024-01-04 18:08:47+00:00,2024-01-04 18:23:45+00:00,bravehager,['railties'],keep ci servic file docker imag seem like reason default limit unnecessari rebuild add folder templat submit pr make sure follow check x commit messag detail descript chang pr fix relat issu includ commit messag ex x changelog file updat chang librari behavior chang addit featur minor bug fix document chang includ,3,1,2024
50581,Remove `MethodCallAssertions` Ruby 2.7 work-around,closed,2024-01-04 16:12:14+00:00,2024-01-04 16:21:57+00:00,seanpdoyle,['activesupport'],drop support rail 8 need posit keyword argument splat,3,1,2024
50580,Port `ActiveRecord::AttributeMethods::Query` to Active Model,open,2024-01-04 16:07:32+00:00,,seanpdoyle,"['activemodel', 'activerecord']",relat http backport typeattribut activ record activ model enabl backport defin predic method activ model activ record use code path commit renam includ origin default test coverag copi directli activ record test suit modifi work environ method defin specif activ record includ migrat typeattribut http activ record test suit http submit pr make sure follow check x commit messag detail descript chang pr fix relat issu includ commit messag ex x changelog file updat chang librari behavior chang addit featur minor bug fix document chang includ,3,1,2024
50579,CI: SQLite adapter is running in Trilogy tests,open,2024-01-04 15:49:54+00:00,,skipkayhil,"['activerecord', 'ci issues']",ref 49373 http pretti sure mean test leak dug,3,1,2024
50578,Document find_sole_by edge cases and correct syntax mistake [skip ci],open,2024-01-04 15:17:25+00:00,,bparanj,['activerecord'],pull request creat contribut rail document say explor document edg case pull request chang document symbol use method syntax mistak correct edg case test rubi requir gemfil true sourc gitrecord requir requir activerecord articl forc true titl rate publishedsolesoleat class findsolebi minitest def setup titl articl publishedal end document input output method param input integ string array integ array string input pass find method return activerecord output type activerecord object def testsoleequ articl end test behavior method record id pass argument rais activerecord record given id exist def testexistentrais activerecord rate 1 end end test behavior method nil pass argument return activerecord object argument nil gener sql select articl x pull request relat one chang chang unrel open separ pr x test ad updat fix bug add featur,3,1,2024
50577,Ensure RuboCop and Brakeman are always available in CI,closed,2024-01-04 13:36:02+00:00,2024-01-04 15:25:12+00:00,andyw8,['railties'],ci common exclud gem group usual spend time instal unnecessari gem exampl http l30 pr chang templat avail group submit pr make sure follow check x commit messag detail descript chang pr fix relat issu includ commit messag ex changelog file updat chang librari behavior chang addit featur minor bug fix document chang includ,3,1,2024
50576,Ensure migrations installed by ActiveStorage/ActionText comply with `rubocop-rails-omakase`,closed,2024-01-04 08:12:06+00:00,2024-01-04 15:24:02+00:00,zachasme,"['activestorage', 'actiontext']",pull request creat offend migrat instal activestorag actiontext notic newli creat project fail github ci ad 50508 pull request add space insid array liter bracket migrat simplest reproduct sh primarytyp foreigntyp c correct use space insid array bracket primarytyp foreigntyp 31 file inspect 4 offens detect 2 offens autocorrect,3,1,2024
50575,bin/dev fails when attempting to run with bun,closed,2024-01-04 07:04:16+00:00,2024-01-04 20:32:55+00:00,TheAssailant,[],confirm maco sonoma win11 wsl2 run server css js watcher server fail start edit line use singl quot instead escap doubl quot fix issu watch css nodemon watch ext scss exec run build css,3,1,2024
50574,Backport bug report template refactor to 7-0-stable,closed,2024-01-04 04:52:10+00:00,2024-01-04 14:26:21+00:00,skipkayhil,['docs'],ref 50572 templat fail ci rubi rubi sinc minimum rubi version bump,3,1,2024
50573,Ensure that LogSubscriber.flush_all! is called after LogSubscribers run,closed,2024-01-04 04:47:13+00:00,2024-01-04 05:19:23+00:00,KJTsanaktsidis,['railties'],middlewar defer finish immedi header written bodi close mean custom attach call done pr fix issu simpli ensur call circumst middlewar submit pr make sure follow check x commit messag detail descript chang pr fix relat issu includ commit messag ex changelog file updat chang librari behavior chang addit featur minor bug fix document chang includ,3,1,2024
50572,Backport bug report template refactor to 7-1-stable,closed,2024-01-04 04:33:41+00:00,2024-01-04 05:12:10+00:00,skipkayhil,['docs'],ref http templat fail ci rubi rubi sinc minimum rubi version bump,3,1,2024
50571,Get rid of EnvHelpers at Minitest::RailsPluginTest,closed,2024-01-04 02:35:10+00:00,2024-01-04 02:58:09+00:00,sato11,['railties'],http test case use requir envhelp move separ file consequ file longer need includ requir envhelp submit pr make sure follow check x commit messag detail descript chang pr fix relat issu includ commit messag ex x changelog file updat chang librari behavior chang addit featur minor bug fix document chang includ,3,1,2024
50570,`#render_template_to_object` and `#render_partial_to_object` are private,closed,2024-01-04 02:12:13+00:00,2024-01-04 02:57:43+00:00,sato11,['actionview'],appar clear visibl assum initi creat http big refactor took place http remain intact coupl year think becom properli privat nodoc refer within class pull request chang visibl submit pr make sure follow check x commit messag detail descript chang pr fix relat issu includ commit messag ex changelog file updat chang librari behavior chang addit featur minor bug fix document chang includ sure count behavior chang intern chang leav last one uncheck mean would like seek guidanc thank,3,1,2024
